,credit_card_name,card_type,reviews,reviews_clean,reviews_tokenized,reviews_no_stop,reviews_lemmatized
0,standard-chartered-unlimited-cashback-credit-card,Cashback,['My first credit card. One of the best cards for cash back which is unlimited and also can use as mrt card as well which is pretty convenient,My first credit card One of the best cards for cash back which is unlimited and also can use as mrt card as well which is pretty convenient,"['my', 'first', 'credit', 'card', 'one', 'of', 'the', 'best', 'cards', 'for', 'cash', 'back', 'which', 'is', 'unlimited', 'and', 'also', 'can', 'use', 'as', 'mrt', 'card', 'as', 'well', 'which', 'is', 'pretty', 'convenient']","['first', 'credit', 'card', 'one', 'best', 'cards', 'cash', 'back', 'unlimited', 'also', 'use', 'mrt', 'card', 'well', 'pretty', 'convenient']","['first', 'credit', 'card', 'one', 'best', 'card', 'cash', 'back', 'unlimited', 'also', 'use', 'mrt', 'card', 'well', 'pretty', 'convenient']"
1,standard-chartered-unlimited-cashback-credit-card,Cashback," 'A 1.5% no frill cashback cards. What i like about this is that there seems to be less exclusion as compared to other credit cards. For example, medical bills.   Fee waiver was fast and automated. Useful for card holders who have issues meeting minimum spending", A 15 no frill cashback cards What i like about this is that there seems to be less exclusion as compared to other credit cards For example medical bills   Fee waiver was fast and automated Useful for card holders who have issues meeting minimum spending,"['', 'a', '15', 'no', 'frill', 'cashback', 'cards', 'what', 'i', 'like', 'about', 'this', 'is', 'that', 'there', 'seems', 'to', 'be', 'less', 'exclusion', 'as', 'compared', 'to', 'other', 'credit', 'cards', 'for', 'example', 'medical', 'bills', 'fee', 'waiver', 'was', 'fast', 'and', 'automated', 'useful', 'for', 'card', 'holders', 'who', 'have', 'issues', 'meeting', 'minimum', 'spending']","['', '15', 'frill', 'cashback', 'cards', 'like', 'seems', 'less', 'exclusion', 'compared', 'credit', 'cards', 'example', 'medical', 'bills', 'fee', 'waiver', 'fast', 'automated', 'useful', 'card', 'holders', 'issues', 'meeting', 'minimum', 'spending']","['', '15', 'frill', 'cashback', 'card', 'like', 'seems', 'le', 'exclusion', 'compared', 'credit', 'card', 'example', 'medical', 'bill', 'fee', 'waiver', 'fast', 'automated', 'useful', 'card', 'holder', 'issue', 'meeting', 'minimum', 'spend']"
2,standard-chartered-unlimited-cashback-credit-card,Cashback," '[Fee Waivers] 0 customer service. they will not waive off late payment fees for you. i think the most you can get is nothing. dont even try to use this card, or this bank.", Fee Waivers 0 customer service they will not waive off late payment fees for you i think the most you can get is nothing dont even try to use this card or this bank,"['', 'fee', 'waivers', '0', 'customer', 'service', 'they', 'will', 'not', 'waive', 'off', 'late', 'payment', 'fees', 'for', 'you', 'i', 'think', 'the', 'most', 'you', 'can', 'get', 'is', 'nothing', 'dont', 'even', 'try', 'to', 'use', 'this', 'card', 'or', 'this', 'bank']","['', 'fee', 'waivers', '0', 'customer', 'service', 'waive', 'late', 'payment', 'fees', 'think', 'get', 'nothing', 'dont', 'even', 'try', 'use', 'card', 'bank']","['', 'fee', 'waiver', '0', 'customer', 'service', 'waive', 'late', 'payment', 'fee', 'think', 'get', 'nothing', 'dont', 'even', 'try', 'use', 'card', 'bank']"
3,standard-chartered-unlimited-cashback-credit-card,Cashback," ""Fast application and ease of usage. Look out for promotions with free gifts! Caveat you need to be a new member i.e. do not hold that bank's credit card for the past 1 year."", '[Cashback Card] Ideal for both high and low spenders. Fuss-free 1.5% with no monthly cashback cap. However, there are better choice out there.  [Promotions and Perks] Plentiful promotions with regards to SCB CC as always.", Fast application and ease of usage Look out for promotions with free gifts Caveat you need to be a new member ie do not hold that banks credit card for the past 1 year Cashback Card Ideal for both high and low spenders Fussfree 15 with no monthly cashback cap However there are better choice out there  Promotions and Perks Plentiful promotions with regards to SCB CC as always,"['', 'fast', 'application', 'and', 'ease', 'of', 'usage', 'look', 'out', 'for', 'promotions', 'with', 'free', 'gifts', 'caveat', 'you', 'need', 'to', 'be', 'a', 'new', 'member', 'ie', 'do', 'not', 'hold', 'that', 'banks', 'credit', 'card', 'for', 'the', 'past', '1', 'year', 'cashback', 'card', 'ideal', 'for', 'both', 'high', 'and', 'low', 'spenders', 'fussfree', '15', 'with', 'no', 'monthly', 'cashback', 'cap', 'however', 'there', 'are', 'better', 'choice', 'out', 'there', 'promotions', 'and', 'perks', 'plentiful', 'promotions', 'with', 'regards', 'to', 'scb', 'cc', 'as', 'always']","['', 'fast', 'application', 'ease', 'usage', 'look', 'promotions', 'free', 'gifts', 'caveat', 'need', 'new', 'member', 'ie', 'hold', 'banks', 'credit', 'card', 'past', '1', 'year', 'cashback', 'card', 'ideal', 'high', 'low', 'spenders', 'fussfree', '15', 'monthly', 'cashback', 'cap', 'however', 'better', 'choice', 'promotions', 'perks', 'plentiful', 'promotions', 'regards', 'scb', 'cc', 'always']","['', 'fast', 'application', 'ease', 'usage', 'look', 'promotion', 'free', 'gift', 'caveat', 'need', 'new', 'member', 'ie', 'hold', 'bank', 'credit', 'card', 'past', '1', 'year', 'cashback', 'card', 'ideal', 'high', 'low', 'spenders', 'fussfree', '15', 'monthly', 'cashback', 'cap', 'however', 'better', 'choice', 'promotion', 'perk', 'plentiful', 'promotion', 'regard', 'scb', 'cc', 'always']"
4,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Super useful cashback card for basically anything and everything spending. Must have for everyone in general, Super useful cashback card for basically anything and everything spending Must have for everyone in general,"['', 'super', 'useful', 'cashback', 'card', 'for', 'basically', 'anything', 'and', 'everything', 'spending', 'must', 'have', 'for', 'everyone', 'in', 'general']","['', 'super', 'useful', 'cashback', 'card', 'basically', 'anything', 'everything', 'spending', 'must', 'everyone', 'general']","['', 'super', 'useful', 'cashback', 'card', 'basically', 'anything', 'everything', 'spend', 'must', 'everyone', 'general']"
5,standard-chartered-unlimited-cashback-credit-card,Cashback, 'A very useful cashback card that you could use for all the purchases. The approval status is fast as well., A very useful cashback card that you could use for all the purchases The approval status is fast as well,"['', 'a', 'very', 'useful', 'cashback', 'card', 'that', 'you', 'could', 'use', 'for', 'all', 'the', 'purchases', 'the', 'approval', 'status', 'is', 'fast', 'as', 'well']","['', 'useful', 'cashback', 'card', 'could', 'use', 'purchases', 'approval', 'status', 'fast', 'well']","['', 'useful', 'cashback', 'card', 'could', 'use', 'purchase', 'approval', 'status', 'fast', 'well']"
6,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Used this card for awhile due to the unlimited cashback offer, but constantly ran into issues with the overall bill amount due vs what was being shown on the statement.  Ended up being charged late charges a few times as a result, and had to constantly get in touch with their customer service to try and resolve this, while each customer service officer had different answers regarding the situation which was confusing.", Used this card for awhile due to the unlimited cashback offer but constantly ran into issues with the overall bill amount due vs what was being shown on the statement  Ended up being charged late charges a few times as a result and had to constantly get in touch with their customer service to try and resolve this while each customer service officer had different answers regarding the situation which was confusing,"['', 'used', 'this', 'card', 'for', 'awhile', 'due', 'to', 'the', 'unlimited', 'cashback', 'offer', 'but', 'constantly', 'ran', 'into', 'issues', 'with', 'the', 'overall', 'bill', 'amount', 'due', 'vs', 'what', 'was', 'being', 'shown', 'on', 'the', 'statement', 'ended', 'up', 'being', 'charged', 'late', 'charges', 'a', 'few', 'times', 'as', 'a', 'result', 'and', 'had', 'to', 'constantly', 'get', 'in', 'touch', 'with', 'their', 'customer', 'service', 'to', 'try', 'and', 'resolve', 'this', 'while', 'each', 'customer', 'service', 'officer', 'had', 'different', 'answers', 'regarding', 'the', 'situation', 'which', 'was', 'confusing']","['', 'used', 'card', 'awhile', 'due', 'unlimited', 'cashback', 'offer', 'constantly', 'ran', 'issues', 'overall', 'bill', 'amount', 'due', 'vs', 'shown', 'statement', 'ended', 'charged', 'late', 'charges', 'times', 'result', 'constantly', 'get', 'touch', 'customer', 'service', 'try', 'resolve', 'customer', 'service', 'officer', 'different', 'answers', 'regarding', 'situation', 'confusing']","['', 'used', 'card', 'awhile', 'due', 'unlimited', 'cashback', 'offer', 'constantly', 'ran', 'issue', 'overall', 'bill', 'amount', 'due', 'v', 'shown', 'statement', 'ended', 'charged', 'late', 'charge', 'time', 'result', 'constantly', 'get', 'touch', 'customer', 'service', 'try', 'resolve', 'customer', 'service', 'officer', 'different', 'answer', 'regarding', 'situation', 'confusing']"
7,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Fuss-free sign up. A good card for those who find it difficult or a chore to meet spending limits to earn rewards such as cashback.  The cashback is also automatically deducted from your subsequent bill which you can track on the SC app, though the app is slightly dated and not the best UI.  Overall a good credit card to start out with.", Fussfree sign up A good card for those who find it difficult or a chore to meet spending limits to earn rewards such as cashback  The cashback is also automatically deducted from your subsequent bill which you can track on the SC app though the app is slightly dated and not the best UI  Overall a good credit card to start out with,"['', 'fussfree', 'sign', 'up', 'a', 'good', 'card', 'for', 'those', 'who', 'find', 'it', 'difficult', 'or', 'a', 'chore', 'to', 'meet', 'spending', 'limits', 'to', 'earn', 'rewards', 'such', 'as', 'cashback', 'the', 'cashback', 'is', 'also', 'automatically', 'deducted', 'from', 'your', 'subsequent', 'bill', 'which', 'you', 'can', 'track', 'on', 'the', 'sc', 'app', 'though', 'the', 'app', 'is', 'slightly', 'dated', 'and', 'not', 'the', 'best', 'ui', 'overall', 'a', 'good', 'credit', 'card', 'to', 'start', 'out', 'with']","['', 'fussfree', 'sign', 'good', 'card', 'find', 'difficult', 'chore', 'meet', 'spending', 'limits', 'earn', 'rewards', 'cashback', 'cashback', 'also', 'automatically', 'deducted', 'subsequent', 'bill', 'track', 'sc', 'app', 'though', 'app', 'slightly', 'dated', 'best', 'ui', 'overall', 'good', 'credit', 'card', 'start']","['', 'fussfree', 'sign', 'good', 'card', 'find', 'difficult', 'chore', 'meet', 'spend', 'limit', 'earn', 'reward', 'cashback', 'cashback', 'also', 'automatically', 'deducted', 'subsequent', 'bill', 'track', 'sc', 'app', 'though', 'app', 'slightly', 'dated', 'best', 'ui', 'overall', 'good', 'credit', 'card', 'start']"
8,standard-chartered-unlimited-cashback-credit-card,Cashback, 'First unlimited cash back card I got. Competitive rate at 1.5%. Do make greater use of the The Good Life privileges!, First unlimited cash back card I got Competitive rate at 15 Do make greater use of the The Good Life privileges,"['', 'first', 'unlimited', 'cash', 'back', 'card', 'i', 'got', 'competitive', 'rate', 'at', '15', 'do', 'make', 'greater', 'use', 'of', 'the', 'the', 'good', 'life', 'privileges']","['', 'first', 'unlimited', 'cash', 'back', 'card', 'got', 'competitive', 'rate', '15', 'make', 'greater', 'use', 'good', 'life', 'privileges']","['', 'first', 'unlimited', 'cash', 'back', 'card', 'got', 'competitive', 'rate', '15', 'make', 'greater', 'use', 'good', 'life', 'privilege']"
9,standard-chartered-unlimited-cashback-credit-card,Cashback," 'No problems. Ease of payment, i usually pay via SCB app from my savings account. If using external account (non-scb) the payment will be reflected quite slowly.", No problems Ease of payment i usually pay via SCB app from my savings account If using external account nonscb the payment will be reflected quite slowly,"['', 'no', 'problems', 'ease', 'of', 'payment', 'i', 'usually', 'pay', 'via', 'scb', 'app', 'from', 'my', 'savings', 'account', 'if', 'using', 'external', 'account', 'nonscb', 'the', 'payment', 'will', 'be', 'reflected', 'quite', 'slowly']","['', 'problems', 'ease', 'payment', 'usually', 'pay', 'via', 'scb', 'app', 'savings', 'account', 'using', 'external', 'account', 'nonscb', 'payment', 'reflected', 'quite', 'slowly']","['', 'problem', 'ease', 'payment', 'usually', 'pay', 'via', 'scb', 'app', 'saving', 'account', 'using', 'external', 'account', 'nonscb', 'payment', 'reflected', 'quite', 'slowly']"
10,standard-chartered-unlimited-cashback-credit-card,Cashback," 'not the best customer support but high cash back! if the customer support improves, it will be 5 stars", not the best customer support but high cash back if the customer support improves it will be 5 stars,"['', 'not', 'the', 'best', 'customer', 'support', 'but', 'high', 'cash', 'back', 'if', 'the', 'customer', 'support', 'improves', 'it', 'will', 'be', '5', 'stars']","['', 'best', 'customer', 'support', 'high', 'cash', 'back', 'customer', 'support', 'improves', '5', 'stars']","['', 'best', 'customer', 'support', 'high', 'cash', 'back', 'customer', 'support', 'improves', '5', 'star']"
11,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Great card to have as your first card as the cashback is unlimited. I think the approval process is kinda slow, Great card to have as your first card as the cashback is unlimited I think the approval process is kinda slow,"['', 'great', 'card', 'to', 'have', 'as', 'your', 'first', 'card', 'as', 'the', 'cashback', 'is', 'unlimited', 'i', 'think', 'the', 'approval', 'process', 'is', 'kinda', 'slow']","['', 'great', 'card', 'first', 'card', 'cashback', 'unlimited', 'think', 'approval', 'process', 'kinda', 'slow']","['', 'great', 'card', 'first', 'card', 'cashback', 'unlimited', 'think', 'approval', 'process', 'kinda', 'slow']"
12,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Fuss free signup but the customer support was bad when I had a few repeated transactions. Had to cancel my card eventually, Fuss free signup but the customer support was bad when I had a few repeated transactions Had to cancel my card eventually,"['', 'fuss', 'free', 'signup', 'but', 'the', 'customer', 'support', 'was', 'bad', 'when', 'i', 'had', 'a', 'few', 'repeated', 'transactions', 'had', 'to', 'cancel', 'my', 'card', 'eventually']","['', 'fuss', 'free', 'signup', 'customer', 'support', 'bad', 'repeated', 'transactions', 'cancel', 'card', 'eventually']","['', 'fuss', 'free', 'signup', 'customer', 'support', 'bad', 'repeated', 'transaction', 'cancel', 'card', 'eventually']"
13,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Have used this card for at least 3-4 years and never had much of an issue with waiver or charges. Very much one of the more consistent and easy to use cashback cards, Have used this card for at least 34 years and never had much of an issue with waiver or charges Very much one of the more consistent and easy to use cashback cards,"['', 'have', 'used', 'this', 'card', 'for', 'at', 'least', '34', 'years', 'and', 'never', 'had', 'much', 'of', 'an', 'issue', 'with', 'waiver', 'or', 'charges', 'very', 'much', 'one', 'of', 'the', 'more', 'consistent', 'and', 'easy', 'to', 'use', 'cashback', 'cards']","['', 'used', 'card', 'least', '34', 'years', 'never', 'much', 'issue', 'waiver', 'charges', 'much', 'one', 'consistent', 'easy', 'use', 'cashback', 'cards']","['', 'used', 'card', 'least', '34', 'year', 'never', 'much', 'issue', 'waiver', 'charge', 'much', 'one', 'consistent', 'easy', 'use', 'cashback', 'card']"
14,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Fuss free signed up, the customer service is very helpful as well. Cashback is deducted from the next bill directly", Fuss free signed up the customer service is very helpful as well Cashback is deducted from the next bill directly,"['', 'fuss', 'free', 'signed', 'up', 'the', 'customer', 'service', 'is', 'very', 'helpful', 'as', 'well', 'cashback', 'is', 'deducted', 'from', 'the', 'next', 'bill', 'directly']","['', 'fuss', 'free', 'signed', 'customer', 'service', 'helpful', 'well', 'cashback', 'deducted', 'next', 'bill', 'directly']","['', 'fuss', 'free', 'signed', 'customer', 'service', 'helpful', 'well', 'cashback', 'deducted', 'next', 'bill', 'directly']"
15,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Easy and fuss free sign up process.  Cashback is auto deducted from your bill at the end of the month., Easy and fuss free sign up process  Cashback is auto deducted from your bill at the end of the month,"['', 'easy', 'and', 'fuss', 'free', 'sign', 'up', 'process', 'cashback', 'is', 'auto', 'deducted', 'from', 'your', 'bill', 'at', 'the', 'end', 'of', 'the', 'month']","['', 'easy', 'fuss', 'free', 'sign', 'process', 'cashback', 'auto', 'deducted', 'bill', 'end', 'month']","['', 'easy', 'fuss', 'free', 'sign', 'process', 'cashback', 'auto', 'deducted', 'bill', 'end', 'month']"
16,standard-chartered-unlimited-cashback-credit-card,Cashback," 'The cash back is prompt and the standard charter app is easy to use. However, not many perks on e commerce platforms etc.", The cash back is prompt and the standard charter app is easy to use However not many perks on e commerce platforms etc,"['', 'the', 'cash', 'back', 'is', 'prompt', 'and', 'the', 'standard', 'charter', 'app', 'is', 'easy', 'to', 'use', 'however', 'not', 'many', 'perks', 'on', 'e', 'commerce', 'platforms', 'etc']","['', 'cash', 'back', 'prompt', 'standard', 'charter', 'app', 'easy', 'use', 'however', 'many', 'perks', 'e', 'commerce', 'platforms', 'etc']","['', 'cash', 'back', 'prompt', 'standard', 'charter', 'app', 'easy', 'use', 'however', 'many', 'perk', 'e', 'commerce', 'platform', 'etc']"
17,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Have been using this card for around 1 year. It’s okay for random purchases without having to remember the type of eligible spending that qualify for cashback., Have been using this card for around 1 year It’s okay for random purchases without having to remember the type of eligible spending that qualify for cashback,"['', 'have', 'been', 'using', 'this', 'card', 'for', 'around', '1', 'year', 'it', 's', 'okay', 'for', 'random', 'purchases', 'without', 'having', 'to', 'remember', 'the', 'type', 'of', 'eligible', 'spending', 'that', 'qualify', 'for', 'cashback']","['', 'using', 'card', 'around', '1', 'year', 'okay', 'random', 'purchases', 'without', 'remember', 'type', 'eligible', 'spending', 'qualify', 'cashback']","['', 'using', 'card', 'around', '1', 'year', 'okay', 'random', 'purchase', 'without', 'remember', 'type', 'eligible', 'spend', 'qualify', 'cashback']"
18,standard-chartered-unlimited-cashback-credit-card,Cashback," 'I have been using this for 5 years. It is the best and most simple cashback card,1.5% across all spend and no minimum spend threshold required", I have been using this for 5 years It is the best and most simple cashback card15 across all spend and no minimum spend threshold required,"['', 'i', 'have', 'been', 'using', 'this', 'for', '5', 'years', 'it', 'is', 'the', 'best', 'and', 'most', 'simple', 'cashback', 'card15', 'across', 'all', 'spend', 'and', 'no', 'minimum', 'spend', 'threshold', 'required']","['', 'using', '5', 'years', 'best', 'simple', 'cashback', 'card15', 'across', 'spend', 'minimum', 'spend', 'threshold', 'required']","['', 'using', '5', 'year', 'best', 'simple', 'cashback', 'card15', 'across', 'spend', 'minimum', 'spend', 'threshold', 'required']"
19,standard-chartered-unlimited-cashback-credit-card,Cashback, 'A fuss free credit card where they will rebates the cashbate at the end of the billing cycle. 2 Years of fee waiver is a bonus as well!, A fuss free credit card where they will rebates the cashbate at the end of the billing cycle 2 Years of fee waiver is a bonus as well,"['', 'a', 'fuss', 'free', 'credit', 'card', 'where', 'they', 'will', 'rebates', 'the', 'cashbate', 'at', 'the', 'end', 'of', 'the', 'billing', 'cycle', '2', 'years', 'of', 'fee', 'waiver', 'is', 'a', 'bonus', 'as', 'well']","['', 'fuss', 'free', 'credit', 'card', 'rebates', 'cashbate', 'end', 'billing', 'cycle', '2', 'years', 'fee', 'waiver', 'bonus', 'well']","['', 'fuss', 'free', 'credit', 'card', 'rebate', 'cashbate', 'end', 'billing', 'cycle', '2', 'year', 'fee', 'waiver', 'bonus', 'well']"
20,standard-chartered-unlimited-cashback-credit-card,Cashback," 'What I love most about this card, is that there’s no minimum spend required while you still get to enjoy 1.5% cashback. Have been using it for almost 3years & ongoing.", What I love most about this card is that there’s no minimum spend required while you still get to enjoy 15 cashback Have been using it for almost 3years  ongoing,"['', 'what', 'i', 'love', 'most', 'about', 'this', 'card', 'is', 'that', 'there', 's', 'no', 'minimum', 'spend', 'required', 'while', 'you', 'still', 'get', 'to', 'enjoy', '15', 'cashback', 'have', 'been', 'using', 'it', 'for', 'almost', '3years', 'ongoing']","['', 'love', 'card', 'minimum', 'spend', 'required', 'still', 'get', 'enjoy', '15', 'cashback', 'using', 'almost', '3years', 'ongoing']","['', 'love', 'card', 'minimum', 'spend', 'required', 'still', 'get', 'enjoy', '15', 'cashback', 'using', 'almost', '3years', 'ongoing']"
21,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Swift approval of application. 1.5% cashback for all transactions including dining shopping etc. Recommended for all., Swift approval of application 15 cashback for all transactions including dining shopping etc Recommended for all,"['', 'swift', 'approval', 'of', 'application', '15', 'cashback', 'for', 'all', 'transactions', 'including', 'dining', 'shopping', 'etc', 'recommended', 'for', 'all']","['', 'swift', 'approval', 'application', '15', 'cashback', 'transactions', 'including', 'dining', 'shopping', 'etc', 'recommended']","['', 'swift', 'approval', 'application', '15', 'cashback', 'transaction', 'including', 'dining', 'shopping', 'etc', 'recommended']"
22,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Have been using this card for around 2 years. It’s good for random purchases without having to remember the type of eligible spends that qualify for cashback., Have been using this card for around 2 years It’s good for random purchases without having to remember the type of eligible spends that qualify for cashback,"['', 'have', 'been', 'using', 'this', 'card', 'for', 'around', '2', 'years', 'it', 's', 'good', 'for', 'random', 'purchases', 'without', 'having', 'to', 'remember', 'the', 'type', 'of', 'eligible', 'spends', 'that', 'qualify', 'for', 'cashback']","['', 'using', 'card', 'around', '2', 'years', 'good', 'random', 'purchases', 'without', 'remember', 'type', 'eligible', 'spends', 'qualify', 'cashback']","['', 'using', 'card', 'around', '2', 'year', 'good', 'random', 'purchase', 'without', 'remember', 'type', 'eligible', 'spend', 'qualify', 'cashback']"
23,standard-chartered-unlimited-cashback-credit-card,Cashback," ""So according to their new so called rules, fee waivers are no longer granted without showing some sort of proof or reasoning why it should be granted. Call back staff are extremely rude as they are working from home and just want to clear their quota for the day.   So 1.5% cashback for the year and then being charged over $150+ in fees doesn't make it very worth it. Dropping this card and going for another."", ""Tried to apply for the card with the new airpod promotion. They asked to send over their documents (standard procedure) and I gladly sent over. Little did I know they kept rejecting my IC copy because apparently, some parts were blur. Retook multiple times and sent over. Different CS officers kept calling me saying they didn't receive my new copy. So frustrated after 7 emails to 2 different CS, and many many calls. They should have a freaking simple upload function somewhere. The process is a nightmare."", ""So far so good, been using the card for a year. Simple and hassle free with unlimited 1.5%, there might be other cards from time to time that offer higher rates like citibank, 1.6% (cashback plus card) that I would recommend as I only knew about it later. But, if you have accounts tied to SC, 0.1% less doesn't matter too much."", 'simple to use card as no minimum for the 1.5% cashback. Have been using it for a while now, for general usage or when there is special discount offered by StanChart", So according to their new so called rules fee waivers are no longer granted without showing some sort of proof or reasoning why it should be granted Call back staff are extremely rude as they are working from home and just want to clear their quota for the day   So 15 cashback for the year and then being charged over 150 in fees doesnt make it very worth it Dropping this card and going for another Tried to apply for the card with the new airpod promotion They asked to send over their documents standard procedure and I gladly sent over Little did I know they kept rejecting my IC copy because apparently some parts were blur Retook multiple times and sent over Different CS officers kept calling me saying they didnt receive my new copy So frustrated after 7 emails to 2 different CS and many many calls They should have a freaking simple upload function somewhere The process is a nightmare So far so good been using the card for a year Simple and hassle free with unlimited 15 there might be other cards from time to time that offer higher rates like citibank 16 cashback plus card that I would recommend as I only knew about it later But if you have accounts tied to SC 01 less doesnt matter too much simple to use card as no minimum for the 15 cashback Have been using it for a while now for general usage or when there is special discount offered by StanChart,"['', 'so', 'according', 'to', 'their', 'new', 'so', 'called', 'rules', 'fee', 'waivers', 'are', 'no', 'longer', 'granted', 'without', 'showing', 'some', 'sort', 'of', 'proof', 'or', 'reasoning', 'why', 'it', 'should', 'be', 'granted', 'call', 'back', 'staff', 'are', 'extremely', 'rude', 'as', 'they', 'are', 'working', 'from', 'home', 'and', 'just', 'want', 'to', 'clear', 'their', 'quota', 'for', 'the', 'day', 'so', '15', 'cashback', 'for', 'the', 'year', 'and', 'then', 'being', 'charged', 'over', '150', 'in', 'fees', 'doesnt', 'make', 'it', 'very', 'worth', 'it', 'dropping', 'this', 'card', 'and', 'going', 'for', 'another', 'tried', 'to', 'apply', 'for', 'the', 'card', 'with', 'the', 'new', 'airpod', 'promotion', 'they', 'asked', 'to', 'send', 'over', 'their', 'documents', 'standard', 'procedure', 'and', 'i', 'gladly', 'sent', 'over', 'little', 'did', 'i', 'know', 'they', 'kept', 'rejecting', 'my', 'ic', 'copy', 'because', 'apparently', 'some', 'parts', 'were', 'blur', 'retook', 'multiple', 'times', 'and', 'sent', 'over', 'different', 'cs', 'officers', 'kept', 'calling', 'me', 'saying', 'they', 'didnt', 'receive', 'my', 'new', 'copy', 'so', 'frustrated', 'after', '7', 'emails', 'to', '2', 'different', 'cs', 'and', 'many', 'many', 'calls', 'they', 'should', 'have', 'a', 'freaking', 'simple', 'upload', 'function', 'somewhere', 'the', 'process', 'is', 'a', 'nightmare', 'so', 'far', 'so', 'good', 'been', 'using', 'the', 'card', 'for', 'a', 'year', 'simple', 'and', 'hassle', 'free', 'with', 'unlimited', '15', 'there', 'might', 'be', 'other', 'cards', 'from', 'time', 'to', 'time', 'that', 'offer', 'higher', 'rates', 'like', 'citibank', '16', 'cashback', 'plus', 'card', 'that', 'i', 'would', 'recommend', 'as', 'i', 'only', 'knew', 'about', 'it', 'later', 'but', 'if', 'you', 'have', 'accounts', 'tied', 'to', 'sc', '01', 'less', 'doesnt', 'matter', 'too', 'much', 'simple', 'to', 'use', 'card', 'as', 'no', 'minimum', 'for', 'the', '15', 'cashback', 'have', 'been', 'using', 'it', 'for', 'a', 'while', 'now', 'for', 'general', 'usage', 'or', 'when', 'there', 'is', 'special', 'discount', 'offered', 'by', 'stanchart']","['', 'according', 'new', 'called', 'rules', 'fee', 'waivers', 'longer', 'granted', 'without', 'showing', 'sort', 'proof', 'reasoning', 'granted', 'call', 'back', 'staff', 'extremely', 'rude', 'working', 'home', 'want', 'clear', 'quota', 'day', '15', 'cashback', 'year', 'charged', '150', 'fees', 'doesnt', 'make', 'worth', 'dropping', 'card', 'going', 'another', 'tried', 'apply', 'card', 'new', 'airpod', 'promotion', 'asked', 'send', 'documents', 'standard', 'procedure', 'gladly', 'sent', 'little', 'know', 'kept', 'rejecting', 'ic', 'copy', 'apparently', 'parts', 'blur', 'retook', 'multiple', 'times', 'sent', 'different', 'cs', 'officers', 'kept', 'calling', 'saying', 'didnt', 'receive', 'new', 'copy', 'frustrated', '7', 'emails', '2', 'different', 'cs', 'many', 'many', 'calls', 'freaking', 'simple', 'upload', 'function', 'somewhere', 'process', 'nightmare', 'far', 'good', 'using', 'card', 'year', 'simple', 'hassle', 'free', 'unlimited', '15', 'might', 'cards', 'time', 'time', 'offer', 'higher', 'rates', 'like', 'citibank', '16', 'cashback', 'plus', 'card', 'would', 'recommend', 'knew', 'later', 'accounts', 'tied', 'sc', '01', 'less', 'doesnt', 'matter', 'much', 'simple', 'use', 'card', 'minimum', '15', 'cashback', 'using', 'general', 'usage', 'special', 'discount', 'offered', 'stanchart']","['', 'according', 'new', 'called', 'rule', 'fee', 'waiver', 'longer', 'granted', 'without', 'showing', 'sort', 'proof', 'reasoning', 'granted', 'call', 'back', 'staff', 'extremely', 'rude', 'working', 'home', 'want', 'clear', 'quota', 'day', '15', 'cashback', 'year', 'charged', '150', 'fee', 'doesnt', 'make', 'worth', 'dropping', 'card', 'going', 'another', 'tried', 'apply', 'card', 'new', 'airpod', 'promotion', 'asked', 'send', 'document', 'standard', 'procedure', 'gladly', 'sent', 'little', 'know', 'kept', 'rejecting', 'ic', 'copy', 'apparently', 'part', 'blur', 'retook', 'multiple', 'time', 'sent', 'different', 'c', 'officer', 'kept', 'calling', 'saying', 'didnt', 'receive', 'new', 'copy', 'frustrated', '7', 'email', '2', 'different', 'c', 'many', 'many', 'call', 'freaking', 'simple', 'upload', 'function', 'somewhere', 'process', 'nightmare', 'far', 'good', 'using', 'card', 'year', 'simple', 'hassle', 'free', 'unlimited', '15', 'might', 'card', 'time', 'time', 'offer', 'higher', 'rate', 'like', 'citibank', '16', 'cashback', 'plus', 'card', 'would', 'recommend', 'knew', 'later', 'account', 'tied', 'sc', '01', 'le', 'doesnt', 'matter', 'much', 'simple', 'use', 'card', 'minimum', '15', 'cashback', 'using', 'general', 'usage', 'special', 'discount', 'offered', 'stanchart']"
